timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1624834661614,986,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-61,text,true,,161424,165,99,99,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,415,0,260
1624834663352,673,Upadate Album-3,200,,jp@gc - Load Thread Group 1-61,bin,true,,38483,133,99,99,http://localhost:8082/img/choonzimg.png,660,0,0
1624834664025,73,Upadate Album-4,200,,jp@gc - Load Thread Group 1-61,text,true,,3097,128,99,99,http://localhost:8082/js/update.js,73,0,0
1624834664098,408,Upadate Album-5,200,,jp@gc - Load Thread Group 1-61,text,true,,1245,128,99,99,http://localhost:8082/js/mutual.js,408,0,0
1624834664507,1116,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-61,text,true,,72862,141,99,99,https://code.jquery.com/jquery-3.5.1.slim.min.js,954,0,777
1624834665624,840,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-61,text,true,,22193,161,99,99,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,771,0,646
1624834666465,258,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-61,text,true,,61164,163,99,99,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,205,0,0
1624834660834,8931,Upadate Album,200,,jp@gc - Load Thread Group 1-71,text,true,,369279,1419,100,100,http://localhost:8082/update?x=albums,240,0,3
1624834660834,240,Upadate Album-0,200,,jp@gc - Load Thread Group 1-71,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,240,0,3
1624834661076,502,Upadate Album-1,200,,jp@gc - Load Thread Group 1-71,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,8,0,0
1624834661581,621,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-71,text,true,,161456,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,301,0,189
1624834663407,4221,Upadate Album-3,200,,jp@gc - Load Thread Group 1-71,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,4218,0,0
1624834667627,8,Upadate Album-4,200,,jp@gc - Load Thread Group 1-71,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,8,0,0
1624834667635,1262,Upadate Album-5,200,,jp@gc - Load Thread Group 1-71,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,1262,0,0
1624834668898,471,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-71,text,true,,72862,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,398,0,336
1624834669369,280,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-71,text,true,,22194,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,272,0,162
1624834669649,116,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-71,text,true,,61188,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,101,0,0
1624834662054,7749,Upadate Album,200,,jp@gc - Load Thread Group 1-55,text,true,,369247,1419,100,100,http://localhost:8082/update?x=albums,88,0,8
1624834662054,88,Upadate Album-0,200,,jp@gc - Load Thread Group 1-55,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,88,0,8
1624834662145,632,Upadate Album-1,200,,jp@gc - Load Thread Group 1-55,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,119,0,0
1624834662778,616,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-55,text,true,,161456,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,319,0,178
1624834663395,2814,Upadate Album-3,200,,jp@gc - Load Thread Group 1-55,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,2813,0,0
1624834666211,1429,Upadate Album-4,200,,jp@gc - Load Thread Group 1-55,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,1429,0,0
1624834667639,1055,Upadate Album-5,200,,jp@gc - Load Thread Group 1-55,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,1055,0,0
1624834668695,576,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-55,text,true,,72838,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,508,0,385
1624834669271,311,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-55,text,true,,22194,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,310,0,202
1624834669582,220,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-55,text,true,,61180,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,125,0,0
1624834658205,11481,Upadate Album,200,,jp@gc - Load Thread Group 1-87,text,true,,369215,1419,100,100,http://localhost:8082/update?x=albums,12,0,6
1624834658205,12,Upadate Album-0,200,,jp@gc - Load Thread Group 1-87,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,12,0,6
1624834658219,1810,Upadate Album-1,200,,jp@gc - Load Thread Group 1-87,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,12,0,0
1624834660037,1374,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-87,text,true,,161424,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,797,0,628
1624834663421,4518,Upadate Album-3,200,,jp@gc - Load Thread Group 1-87,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,4517,0,0
1624834667939,837,Upadate Album-4,200,,jp@gc - Load Thread Group 1-87,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,837,0,0
1624834668776,5,Upadate Album-5,200,,jp@gc - Load Thread Group 1-87,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,5,0,0
1624834668782,513,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-87,text,true,,72862,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,453,0,339
1624834669295,244,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-87,text,true,,22194,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,240,0,167
1624834669539,147,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-87,text,true,,61156,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,117,0,0
1624834662403,7898,Upadate Album,200,,jp@gc - Load Thread Group 1-49,text,true,,369222,1419,100,100,http://localhost:8082/update?x=albums,94,0,3
1624834662403,94,Upadate Album-0,200,,jp@gc - Load Thread Group 1-49,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,94,0,3
1624834662498,281,Upadate Album-1,200,,jp@gc - Load Thread Group 1-49,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,50,0,0
1624834662781,598,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-49,text,true,,161424,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,305,0,187
1624834663380,710,Upadate Album-3,200,,jp@gc - Load Thread Group 1-49,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,709,0,0
1624834664091,251,Upadate Album-4,200,,jp@gc - Load Thread Group 1-49,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,251,0,0
1624834664343,187,Upadate Album-5,200,,jp@gc - Load Thread Group 1-49,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,187,0,0
1624834664654,2140,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-49,text,true,,72862,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,1954,0,1720
1624834666795,3228,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-49,text,true,,22193,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,3147,0,3009
1624834670022,278,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-49,text,true,,61164,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,137,0,0
